scope,input_family,tuple_group,knot_a,knot_b,split_a,split_b,same_four_view_inputs,W_F_a,W_F_b,width_diff,F_direct_diff,F_diff_mod_reflection,F_reflection_only,stored_torsion_direct_diff,torsion_available
atlas,HOMFLY_PT_plus_Theta,269585,13n1193,13n1197,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,269674,15n093072,15n115263,val,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,269708,15n075307,15n075806,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,269719,14n02299,14n02380,val,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,269820,14n07637,14n07689,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,269852,15n033110,15n033111,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,269857,14n00249,14n00258,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270033,15n125816,15n125896,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270055,15n016170,15n019350,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270056,15n011271,15n011528,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270071,15n043842,15n109537,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270137,15a50421,15a50499,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270196,15a27728,15a27871,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270227,15a24992,15a25339,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270304,15n002193,15n002787,test,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270338,15n060470,15n060473,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270425,15a04038,15a04114,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270435,15a13332,15a13409,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270449,15n029486,15n029487,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270517,15a60692,15a60704,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270517,15a60692,15a62929,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270517,15a60704,15a62929,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270537,15n099753,15n099849,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270587,15n002902,15n003123,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270627,13n2757,13n3658,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270632,14n08226,14n10807,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270688,15n077884,15n078078,val,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270742,15n078719,15n078729,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270751,15n125883,15n125934,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270837,15n031904,15n032069,val,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270852,15a18519,15a19111,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,270951,14a17531,14a17680,test,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271060,14n03072,14n03471,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271135,15n049976,15n060422,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271330,15a15329,15a18514,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271350,14n17994,14n18016,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271423,15n007197,15n009908,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271520,15n081361,15n082674,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271522,14a12335,14a12344,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271579,15a41868,15a41928,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271705,13a0549,13a0556,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271709,15n122723,15n134208,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271709,15n122723,15n137178,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271709,15n134208,15n137178,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271760,15n031649,15n032233,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271782,15n012006,15n012581,val,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271814,15a66121,15a78327,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271818,15a66169,15a78336,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271825,14a00518,14a00592,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271826,14n14313,14n14319,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271837,15a00255,15a00321,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271879,15n082902,15n083158,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271881,15a66071,15a78319,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271882,15a66158,15a78333,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271972,15n065225,15n065244,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,271978,15n018399,15n033367,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272090,15a11447,15a11706,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272151,15n018885,15n019911,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272177,14n22789,15n046855,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272222,15a08429,15a08456,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272417,15n086245,15n086247,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272422,15a42783,15a49641,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272439,14n02295,14n02376,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272446,15a13634,15a49145,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272489,15a40192,15a40370,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272542,15n101388,15n101831,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272607,15n019115,15n020663,val,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272608,15n032135,15n032237,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272609,15n120050,15n120329,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272610,15n122448,15n122477,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272622,15n034227,15n034228,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272852,15a27712,15a27786,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272921,15a58806,15a58830,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,272922,15a58444,15a58487,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273061,15a02901,15a02911,test,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273121,15n062396,15n062412,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273179,15n007824,15n019940,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273180,14n05127,14n05502,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273184,13n0436,13n0447,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273409,15n059849,15n065192,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273410,15n059871,15n065191,train,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273410,15n059871,15n115297,train,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273410,15n059871,15n115589,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273410,15n065191,15n115297,val,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273410,15n065191,15n115589,val,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273410,15n115297,15n115589,val,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273429,15a02419,15a02428,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273476,15a39579,15a39675,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273521,15n018118,15n020492,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273607,15n006532,15n010760,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273641,15a30872,15a31095,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273641,15a30872,15a53599,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273641,15a30872,15a53896,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273641,15a31095,15a53599,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273641,15a31095,15a53896,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273641,15a53599,15a53896,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273656,15n016621,15n016988,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273668,15a05226,15a38397,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273880,15n030391,15n030405,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273919,15a09843,15a09850,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273922,14n22786,15n046848,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,273942,15a04161,15a04165,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,274172,15n129910,15n161353,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,274173,15n129578,15n161348,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,274335,15n039584,15n039849,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,274342,15a03301,15a03328,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,274353,15n022365,15n023152,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,274363,15n039476,15n039932,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,274407,15n015882,15n017527,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,274447,13n1178,13n1201,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,274471,14n00643,14n00748,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,274595,15a10484,15a38442,val,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,274661,15n081166,15n081381,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,274707,15a05347,15a05460,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,274802,15n083910,15n084613,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,274803,15n023221,15n023544,val,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,274836,15n012699,15n012700,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,274886,15n000473,15n001249,val,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,274887,15n028876,15n029087,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275012,15n021909,15n021910,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275066,15a09622,15a12896,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275071,15n011270,15n011526,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275071,15n011270,15n016183,test,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275071,15n011270,15n019360,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275071,15n011526,15n016183,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275071,15n011526,15n019360,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275071,15n016183,15n019360,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275109,13n1215,13n1249,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275124,14n05646,14n05647,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275124,14n05646,14n05654,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275124,14n05647,14n05654,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275152,13n0404,13n0416,test,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275160,15a18495,15a21110,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275162,15n048742,15n050305,test,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275183,15n102448,15n102455,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275221,15n025597,15n026283,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275425,15n141983,15n164343,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275427,15n024626,15n024633,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275431,15a05407,15a05411,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275682,15n042113,15n059910,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275709,15n057436,15n057606,test,train,True,4,4,False,True,True,False,True,True
atlas,HOMFLY_PT_plus_Theta,275716,15n044448,15n062861,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275800,14n14148,14n14150,val,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275841,15n011518,15n011519,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275856,15n007161,15n009729,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275859,14n20870,14n20873,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275933,15n099482,15n099620,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275935,15a00023,15a00028,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,275937,15n083391,15n132884,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276185,15n099633,15n099708,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276191,15a03753,15a03782,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276246,15n016466,15n016503,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276262,15n092792,15n115262,train,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276290,15n042575,15n051108,test,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276407,15n081154,15n081161,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276439,15n102071,15n102217,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276540,15n000890,15n000916,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276575,15a41693,15a41863,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276616,15a09648,15a10663,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276641,15n016171,15n019205,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276746,15n023678,15n023793,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276763,15n125375,15n128173,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276767,15n050835,15n050851,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276784,15n099199,15n099618,val,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276785,15a23558,15a49149,val,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276822,15a20891,15a21133,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276906,15a13701,15a16680,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276928,15n015622,15n019213,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276935,15a41650,15a41846,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,276995,15a03614,15a04982,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,277023,15n083209,15n083552,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,277231,15n075674,15n075974,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,277439,14a06955,14a07393,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,277503,15n014771,15n014814,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,277536,15n010340,15n011157,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,277591,14a02623,14a02626,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,277697,15n005478,15n005479,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,277730,15n096430,15n099640,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,277869,15n062390,15n062394,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,277887,15a41666,15a41781,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,277968,15n001999,15n002563,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278030,15a12553,15a12554,val,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278061,15n053261,15n053627,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278113,15n092237,15n115861,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278114,15a27873,15a27917,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278216,15a61551,15a61553,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278216,15a61551,15a62471,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278216,15a61551,15a62473,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278216,15a61553,15a62471,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278216,15a61553,15a62473,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278216,15a62471,15a62473,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278261,15n011386,15n049277,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278261,15n011386,15n061526,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278261,15n049277,15n061526,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278468,13a0947,13a3037,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278533,15n064922,15n064933,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278533,15n064922,15n065212,train,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278533,15n064922,15n065215,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278533,15n064933,15n065212,test,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278533,15n064933,15n065215,test,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278533,15n065212,15n065215,val,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278567,15n053285,15n053535,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278574,15a61461,15a64520,test,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278601,15n015120,15n019558,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278608,15n010843,15n010849,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278615,14n00891,14n00983,train,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278660,15n064887,15n064893,val,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278752,15n101525,15n111367,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278753,15n100517,15n110396,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278805,14n01370,14n01395,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278870,15n054072,15n109466,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278898,15n019135,15n020648,train,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,278899,15n020170,15n020628,train,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279094,15n090976,15n111239,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279157,15n039583,15n039850,test,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279197,15n121267,15n121347,val,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279198,15n122108,15n122310,train,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279388,14n01050,14n01054,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279398,15a05228,15a38399,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279468,15a28718,15a29056,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279477,14n04938,14n04939,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279491,15n068950,15n109548,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279528,15n011852,15n011853,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279532,15n081863,15n082148,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279536,15n016764,15n017085,val,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279700,15a02962,15a03064,val,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279717,15n067266,15n109513,train,val,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279807,15n118377,15n118421,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279815,15n086262,15n086263,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279842,15a39918,15a40132,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,279908,15n084176,15n084705,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,280051,15n029567,15n029568,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,280063,15n036963,15n037031,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,280091,14a02220,14a02596,train,test,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,280117,15a50319,15a50335,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,280159,15n000161,15n000185,train,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,280162,15n015891,15n017518,test,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,280202,15n017091,15n033394,test,test,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,280241,15n079427,15n079429,train,val,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,280309,15n154377,15n157254,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,280319,15n133947,15n143971,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,280628,15n125797,15n125846,val,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,280628,15n125797,15n133216,val,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,280628,15n125846,15n133216,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,280629,15n025224,15n025771,train,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,280654,15n075289,15n075791,test,train,True,3,3,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,280667,13a0316,13a0349,val,train,True,2,2,False,False,False,False,False,True
atlas,HOMFLY_PT_plus_Theta,280827,15n037543,15n037544,train,train,True,2,2,False,False,False,False,False,True
